Pais,Anho,Npatente,max,media,dif
FR,1965,3218816,1,1.0,0.0
FR,1966,3252677,1,1.0,0.0
FR,1966,3265033,1,1.0,0.0
FR,1967,3352057,1,1.0,0.0
FR,1967,3356598,1,1.0,0.0
FR,1968,3390460,1,1.0,0.0
FR,1968,3405706,1,1.0,0.0
FR,1969,3449616,1,1.0,0.0
FR,1969,3450524,1,1.0,0.0
FR,1970,3497630,1,1.0,0.0
FR,1970,3497939,1,1.0,0.0
FR,1971,3603795,1,1.0,0.0
FR,1971,3601261,1,1.0,0.0
FR,1971,3565562,1,1.0,0.0
FR,1972,3695337,1,1.0,0.0
FR,1972,3661798,1,1.0,0.0
FR,1972,3686319,1,1.0,0.0
FR,1973,3763643,1,1.0,0.0
FR,1973,3733829,1,1.0,0.0
FR,1973,3744527,1,1.0,0.0
FR,1973,3745317,1,1.0,0.0
FR,1973,3764940,1,1.0,0.0
FR,1973,3740732,1,1.0,0.0
FR,1973,3753731,1,1.0,0.0
FR,1973,3734735,1,1.0,0.0
FR,1973,3777560,1,1.0,0.0
FR,1974,3785393,1,1.0,0.0
FR,1974,3845315,1,1.0,0.0
FR,1974,3807134,1,1.0,0.0
FR,1974,3855122,1,1.0,0.0
FR,1974,3809964,1,1.0,0.0
FR,1974,3855422,1,1.0,0.0
FR,1975,3915730,1,1.0,0.0
FR,1975,3930105,1,1.0,0.0
FR,1975,3878665,1,1.0,0.0
FR,1975,3906300,1,1.0,0.0
FR,1975,3923257,1,1.0,0.0
FR,1975,3883267,1,1.0,0.0
FR,1976,3966788,1,1.0,0.0
FR,1976,3935705,1,1.0,0.0
FR,1976,3973655,1,1.0,0.0
FR,1976,3948614,1,1.0,0.0
FR,1976,3964023,1,1.0,0.0
FR,1976,3971424,1,1.0,0.0
FR,1976,3998947,1,1.0,0.0
FR,1977,4063082,1,1.0,0.0
FR,1977,4050095,1,1.0,0.0
FR,1977,4046159,1,1.0,0.0
FR,1977,4017390,1,1.0,0.0
FR,1977,4006627,1,1.0,0.0
FR,1977,4032721,1,1.0,0.0
FR,1977,4027245,1,1.0,0.0
FR,1977,4048495,1,1.0,0.0
FR,1978,4090538,1,1.0,0.0
FR,1978,4066511,1,1.0,0.0
FR,1978,4066881,1,1.0,0.0
FR,1978,4090172,1,1.0,0.0
FR,1978,4097507,1,1.0,0.0
FR,1978,4102313,1,1.0,0.0
FR,1978,4110762,1,1.0,0.0
FR,1978,4103459,1,1.0,0.0
FR,1978,4103333,1,1.0,0.0
FR,1979,4150142,1,1.0,0.0
FR,1980,4209162,1,1.0,0.0
FR,1980,4203544,1,1.0,0.0
FR,1980,4222638,1,1.0,0.0
FR,1980,4218171,1,1.0,0.0
FR,1980,4196964,1,1.0,0.0
FR,1980,4229825,1,1.0,0.0
FR,1980,4224978,1,1.0,0.0
FR,1980,4239114,1,1.0,0.0
FR,1981,4267237,1,1.0,0.0
FR,1981,4307287,1,1.0,0.0
FR,1981,4302416,1,1.0,0.0
FR,1981,4300048,1,1.0,0.0
FR,1981,4275110,1,1.0,0.0
FR,1981,4253849,1,1.0,0.0
FR,1982,4361819,1,1.0,0.0
FR,1982,4313095,1,1.0,0.0
FR,1982,4337241,1,1.0,0.0
FR,1982,4346116,1,1.0,0.0
FR,1982,4352094,1,1.0,0.0
FR,1982,4345824,1,1.0,0.0
FR,1982,4362063,1,1.0,0.0
FR,1982,4342742,1,1.0,0.0
FR,1982,4347249,1,1.0,0.0
FR,1983,4403017,1,1.0,0.0
FR,1983,4402977,1,1.0,0.0
FR,1983,4390596,1,1.0,0.0
FR,1983,4416848,1,1.0,0.0
FR,1983,4386876,1,1.0,0.0
FR,1983,4399746,1,1.0,0.0
FR,1984,4452034,1,1.0,0.0
FR,1984,4445521,1,1.0,0.0
FR,1984,4456994,1,1.0,0.0
FR,1984,4455952,1,1.0,0.0
FR,1984,4451822,1,1.0,0.0
FR,1985,4492541,1,1.0,0.0
FR,1985,4553159,1,1.0,0.0
FR,1985,4501182,1,1.0,0.0
FR,1985,4541262,1,1.0,0.0
FR,1985,4530198,1,1.0,0.0
FR,1985,4556509,1,1.0,0.0
FR,1985,4532140,1,1.0,0.0
FR,1985,4535200,1,1.0,0.0
FR,1985,4560867,1,1.0,0.0
FR,1986,4568947,1,1.0,0.0
FR,1986,4624281,1,1.0,0.0
FR,1986,4574759,1,1.0,0.0
FR,1986,4589203,1,1.0,0.0
FR,1986,4612804,1,1.0,0.0
FR,1986,4627176,1,1.0,0.0
FR,1987,4663720,1,1.0,0.0
FR,1987,4677555,1,1.0,0.0
FR,1987,4681340,1,1.0,0.0
FR,1987,4708634,1,1.0,0.0
FR,1987,4641636,1,1.0,0.0
FR,1987,4697050,1,1.0,0.0
FR,1988,4761100,1,1.0,0.0
FR,1988,4732673,1,1.0,0.0
FR,1988,4731294,1,1.0,0.0
FR,1988,4770807,1,1.0,0.0
FR,1988,4784245,1,1.0,0.0
FR,1989,4833240,1,1.0,0.0
FR,1989,4829715,1,1.0,0.0
FR,1989,4875679,1,1.0,0.0
FR,1989,4832220,1,1.0,0.0
FR,1989,4879432,1,1.0,0.0
FR,1989,4834714,1,1.0,0.0
FR,1989,4889412,1,1.0,0.0
FR,1989,4813373,1,1.0,0.0
FR,1990,4942702,1,1.0,0.0
FR,1990,4943808,1,1.0,0.0
FR,1990,4956528,1,1.0,0.0
FR,1990,4894204,1,1.0,0.0
FR,1990,4948660,1,1.0,0.0
FR,1990,4924932,1,1.0,0.0
FR,1991,5001134,1,1.0,0.0
FR,1991,5053378,1,1.0,0.0
FR,1991,4999314,1,1.0,0.0
FR,1992,5096218,1,1.0,0.0
FR,1992,5111733,1,1.0,0.0
FR,1992,5170790,1,1.0,0.0
FR,1992,5138250,1,1.0,0.0
FR,1992,5108431,1,1.0,0.0
FR,1992,5105994,1,1.0,0.0
FR,1993,5260512,1,1.0,0.0
FR,1993,5224854,1,1.0,0.0
FR,1993,5194820,1,1.0,0.0
FR,1994,5308330,1,1.0,0.0
FR,1994,5289354,1,1.0,0.0
FR,1994,5299192,1,1.0,0.0
FR,1994,5309940,1,1.0,0.0
FR,1995,5420138,1,1.0,0.0
FR,1997,5630531,1,1.0,0.0
FR,1997,5606558,1,1.0,0.0
FR,1998,5716291,1,1.0,0.0
GB,1963,3109517,1,1.0,0.0
GB,1963,3077094,1,1.0,0.0
GB,1964,3130165,1,1.0,0.0
GB,1964,3122940,1,1.0,0.0
GB,1965,3208645,1,1.0,0.0
GB,1965,3203245,1,1.0,0.0
GB,1966,3240510,1,1.0,0.0
GB,1966,3292546,1,1.0,0.0
GB,1966,3278966,1,1.0,0.0
GB,1966,3240461,1,1.0,0.0
GB,1967,3356671,1,1.0,0.0
GB,1967,3360620,1,1.0,0.0
GB,1967,3359789,1,1.0,0.0
GB,1968,3403134,1,1.0,0.0
GB,1968,3383706,1,1.0,0.0
GB,1968,3419521,1,1.0,0.0
GB,1968,3363436,1,1.0,0.0
GB,1968,3365170,1,1.0,0.0
GB,1968,3382297,1,1.0,0.0
GB,1969,3467032,1,1.0,0.0
GB,1969,3439425,1,1.0,0.0
GB,1969,3477538,1,1.0,0.0
GB,1969,3484279,1,1.0,0.0
GB,1970,3543690,1,1.0,0.0
GB,1970,3527045,1,1.0,0.0
GB,1970,3543643,1,1.0,0.0
GB,1971,3566222,1,1.0,0.0
GB,1971,3591810,1,1.0,0.0
GB,1971,3618592,1,1.0,0.0
GB,1971,3609685,1,1.0,0.0
GB,1971,3592031,1,1.0,0.0
GB,1971,3598804,1,1.0,0.0
GB,1972,3642503,1,1.0,0.0
GB,1972,3702274,1,1.0,0.0
GB,1972,3701935,1,1.0,0.0
GB,1972,3654009,1,1.0,0.0
GB,1972,3671478,1,1.0,0.0
GB,1972,3681317,1,1.0,0.0
GB,1972,3693511,1,1.0,0.0
GB,1972,3691632,1,1.0,0.0
GB,1972,3688223,1,1.0,0.0
GB,1972,3641987,1,1.0,0.0
GB,1973,3713991,1,1.0,0.0
GB,1973,3732548,1,1.0,0.0
GB,1973,3774098,1,1.0,0.0
GB,1973,3709050,1,1.0,0.0
GB,1973,3760092,1,1.0,0.0
GB,1973,3751876,1,1.0,0.0
GB,1973,3775058,1,1.0,0.0
GB,1973,3714352,1,1.0,0.0
GB,1973,3773554,1,1.0,0.0
GB,1974,3795037,1,1.0,0.0
GB,1974,3830956,1,1.0,0.0
GB,1974,3827943,1,1.0,0.0
GB,1974,3783037,1,1.0,0.0
GB,1974,3812871,1,1.0,0.0
GB,1974,3853183,1,1.0,0.0
GB,1974,3814297,1,1.0,0.0
GB,1974,3835891,1,1.0,0.0
GB,1974,3856269,1,1.0,0.0
GB,1974,3838264,1,1.0,0.0
GB,1974,3850668,1,1.0,0.0
GB,1975,3890716,1,1.0,0.0
GB,1975,3870908,1,1.0,0.0
GB,1975,3900376,1,1.0,0.0
GB,1975,3910514,1,1.0,0.0
GB,1975,3876459,1,1.0,0.0
GB,1975,3924481,1,1.0,0.0
GB,1975,3872439,1,1.0,0.0
GB,1975,3890885,1,1.0,0.0
GB,1975,3891017,1,1.0,0.0
GB,1975,3884840,1,1.0,0.0
GB,1975,3864493,1,1.0,0.0
GB,1976,3989801,1,1.0,0.0
GB,1976,3997459,1,1.0,0.0
GB,1976,3940151,1,1.0,0.0
GB,1976,3989497,1,1.0,0.0
GB,1976,3949444,1,1.0,0.0
GB,1976,3933004,1,1.0,0.0
GB,1976,3950313,1,1.0,0.0
GB,1976,3971994,1,1.0,0.0
GB,1976,3982310,1,1.0,0.0
GB,1976,3984570,1,1.0,0.0
GB,1977,4052285,1,1.0,0.0
GB,1977,4007386,1,1.0,0.0
GB,1977,4031395,1,1.0,0.0
GB,1977,4057049,1,1.0,0.0
GB,1977,4048300,1,1.0,0.0
GB,1977,4008203,1,1.0,0.0
GB,1977,4039264,1,1.0,0.0
GB,1978,4086663,1,1.0,0.0
GB,1978,4094736,1,1.0,0.0
GB,1978,4107585,1,1.0,0.0
GB,1978,4101253,1,1.0,0.0
GB,1978,4078912,1,1.0,0.0
GB,1978,4101988,1,1.0,0.0
GB,1978,4066469,1,1.0,0.0
GB,1979,4170877,1,1.0,0.0
GB,1979,4177155,1,1.0,0.0
GB,1979,4167875,1,1.0,0.0
GB,1979,4143018,1,1.0,0.0
GB,1979,4171002,1,1.0,0.0
GB,1979,4144813,1,1.0,0.0
GB,1979,4173412,1,1.0,0.0
GB,1980,4191793,1,1.0,0.0
GB,1980,4188545,1,1.0,0.0
GB,1980,4239608,1,1.0,0.0
GB,1980,4195077,1,1.0,0.0
GB,1980,4189516,1,1.0,0.0
GB,1980,4240285,1,1.0,0.0
GB,1980,4181623,1,1.0,0.0
GB,1980,4209203,1,1.0,0.0
GB,1980,4220679,1,1.0,0.0
GB,1980,4191579,1,1.0,0.0
GB,1980,4209435,1,1.0,0.0
GB,1981,4275449,1,1.0,0.0
GB,1981,4264580,1,1.0,0.0
GB,1981,4308410,1,1.0,0.0
GB,1981,4261025,1,1.0,0.0
GB,1981,4280624,1,1.0,0.0
GB,1981,4244544,1,1.0,0.0
GB,1981,4269605,1,1.0,0.0
GB,1981,4266815,1,1.0,0.0
GB,1981,4278743,1,1.0,0.0
GB,1981,4244659,1,1.0,0.0
GB,1981,4285346,1,1.0,0.0
GB,1981,4260938,1,1.0,0.0
GB,1981,4281279,1,1.0,0.0
GB,1981,4264396,1,1.0,0.0
GB,1981,4264212,1,1.0,0.0
GB,1982,4334317,1,1.0,0.0
GB,1982,4360938,1,1.0,0.0
GB,1982,4353092,1,1.0,0.0
GB,1983,4412165,1,1.0,0.0
GB,1983,4396888,1,1.0,0.0
GB,1983,4372792,1,1.0,0.0
GB,1983,4401674,1,1.0,0.0
GB,1983,4414071,1,1.0,0.0
GB,1983,4416993,1,1.0,0.0
GB,1984,4459933,1,1.0,0.0
GB,1984,4482512,1,1.0,0.0
GB,1984,4447271,1,1.0,0.0
GB,1984,4465613,1,1.0,0.0
GB,1985,4544395,1,1.0,0.0
GB,1985,4552604,1,1.0,0.0
GB,1985,4508776,1,1.0,0.0
GB,1985,4505878,1,1.0,0.0
GB,1985,4560959,1,1.0,0.0
GB,1985,4546550,1,1.0,0.0
GB,1986,4585341,1,1.0,0.0
GB,1986,4600015,1,1.0,0.0
GB,1986,4591372,1,1.0,0.0
GB,1986,4611463,1,1.0,0.0
GB,1987,4716579,1,1.0,0.0
GB,1987,4697718,1,1.0,0.0
GB,1987,4634644,1,1.0,0.0
GB,1987,4638383,1,1.0,0.0
GB,1987,4657120,1,1.0,0.0
GB,1987,4642790,1,1.0,0.0
GB,1988,4760605,1,1.0,0.0
GB,1988,4719036,1,1.0,0.0
GB,1988,4736422,1,1.0,0.0
GB,1988,4735289,1,1.0,0.0
GB,1988,4767219,1,1.0,0.0
GB,1988,4758356,1,1.0,0.0
GB,1989,4840574,1,1.0,0.0
GB,1989,4808581,1,1.0,0.0
GB,1989,4850623,1,1.0,0.0
GB,1989,4812273,1,1.0,0.0
GB,1989,4828962,1,1.0,0.0
GB,1989,4799106,1,1.0,0.0
GB,1989,4808429,1,1.0,0.0
GB,1989,4882288,1,1.0,0.0
GB,1989,4810379,1,1.0,0.0
GB,1989,4840444,1,1.0,0.0
GB,1989,4808822,1,1.0,0.0
GB,1989,4883792,1,1.0,0.0
GB,1990,4943578,1,1.0,0.0
GB,1990,4969439,1,1.0,0.0
GB,1990,4961989,1,1.0,0.0
GB,1990,4933192,1,1.0,0.0
GB,1991,5063871,1,1.0,0.0
GB,1991,5057213,1,1.0,0.0
GB,1991,5064090,1,1.0,0.0
GB,1991,5002131,1,1.0,0.0
GB,1991,5005904,1,1.0,0.0
GB,1991,5073854,1,1.0,0.0
GB,1991,4990538,1,1.0,0.0
GB,1991,4996056,1,1.0,0.0
GB,1991,5027872,1,1.0,0.0
GB,1992,5165923,1,1.0,0.0
GB,1992,5165274,1,1.0,0.0
GB,1992,5103484,1,1.0,0.0
GB,1993,5265103,1,1.0,0.0
GB,1993,5261671,1,1.0,0.0
GB,1994,5348618,1,1.0,0.0
GB,1994,5363475,1,1.0,0.0
GB,1994,5280530,1,1.0,0.0
GB,1994,5289459,1,1.0,0.0
GB,1994,5320465,1,1.0,0.0
GB,1995,5388298,1,1.0,0.0
GB,1995,5392071,1,1.0,0.0
GB,1995,5384667,1,1.0,0.0
GB,1996,5557659,1,1.0,0.0
GB,1997,5629611,1,1.0,0.0
GB,1997,5607662,1,1.0,0.0
GB,1997,5603284,1,1.0,0.0
GB,1998,5816665,1,1.0,0.0
GB,1998,5853681,1,1.0,0.0
GR,1975,3907049,1,1.0,0.0
HK,1983,4396947,1,1.0,0.0
HK,1988,4783870,1,1.0,0.0
HU,1970,3504851,2,1.5,0.5
HU,1971,3578586,1,1.0,0.0
HU,1984,4438706,1,1.0,0.0
HU,1985,4535152,1,1.0,0.0
HU,1985,4498789,1,1.0,0.0
HU,1988,4782141,1,1.0,0.0
IE,1967,3349768,1,1.0,0.0
IE,1976,3956678,1,1.0,0.0
IE,1989,4889145,1,1.0,0.0
IL,1971,3592185,1,1.0,0.0
IL,1973,3740749,1,1.0,0.0
IL,1973,3755237,1,1.0,0.0
IL,1974,3831016,1,1.0,0.0
IL,1975,3882779,1,1.0,0.0
IL,1977,4053109,1,1.0,0.0
IL,1978,4067812,1,1.0,0.0
IL,1979,4156515,1,1.0,0.0
IL,1979,4151910,1,1.0,0.0
IL,1983,4386142,1,1.0,0.0
IL,1985,4527567,1,1.0,0.0
IL,1986,4595949,1,1.0,0.0
IL,1988,4748668,1,1.0,0.0
IL,1988,4777620,1,1.0,0.0
IL,1988,4762615,1,1.0,0.0
IL,1989,4823899,1,1.0,0.0
IL,1989,4821384,1,1.0,0.0
IL,1990,4909931,1,1.0,0.0
IL,1990,4961154,1,1.0,0.0
IL,1991,5003486,1,1.0,0.0
IL,1992,5088994,1,1.0,0.0
IL,1992,5097355,1,1.0,0.0
IL,1992,5153769,1,1.0,0.0
IL,1992,5149779,1,1.0,0.0
IL,1993,5205232,1,1.0,0.0
IL,1994,5361675,1,1.0,0.0
IL,1995,5434557,1,1.0,0.0
IL,1995,5386362,1,1.0,0.0
IL,1996,5497435,1,1.0,0.0
IN,1988,4786405,1,1.0,0.0
IT,1967,3313787,1,1.0,0.0
IT,1967,3323407,1,1.0,0.0
IT,1969,3421786,1,1.0,0.0
IT,1969,3462521,1,1.0,0.0
IT,1970,3539589,1,1.0,0.0
IT,1970,3505301,1,1.0,0.0
IT,1970,3498574,1,1.0,0.0
IT,1971,3621580,1,1.0,0.0
IT,1972,3664316,1,1.0,0.0
IT,1972,3665041,1,1.0,0.0
IT,1973,3754466,1,1.0,0.0
IT,1974,3857605,1,1.0,0.0
IT,1974,3818343,1,1.0,0.0
IT,1975,3859948,1,1.0,0.0
IT,1976,3956319,1,1.0,0.0
IT,1977,4013823,1,1.0,0.0
IT,1977,4054033,1,1.0,0.0
IT,1978,4105801,1,1.0,0.0
IT,1978,4105373,1,1.0,0.0
IT,1979,4147438,1,1.0,0.0
IT,1979,4149990,1,1.0,0.0
IT,1979,4172672,1,1.0,0.0
IT,1979,4174802,1,1.0,0.0
IT,1979,4178858,1,1.0,0.0
IT,1981,4298718,1,1.0,0.0
IT,1981,4249253,1,1.0,0.0
IT,1981,4290655,1,1.0,0.0
IT,1981,4259463,1,1.0,0.0
IT,1982,4341244,1,1.0,0.0
IT,1982,4329177,1,1.0,0.0
IT,1983,4414164,1,1.0,0.0
IT,1985,4535731,1,1.0,0.0
IT,1986,4629023,1,1.0,0.0
IT,1986,4610225,1,1.0,0.0
IT,1987,4700488,1,1.0,0.0
IT,1987,4708128,1,1.0,0.0
IT,1987,4668652,1,1.0,0.0
IT,1988,4786983,1,1.0,0.0
IT,1988,4750132,1,1.0,0.0
IT,1988,4766142,1,1.0,0.0
IT,1989,4887402,1,1.0,0.0
IT,1989,4878313,1,1.0,0.0
IT,1990,4946880,1,1.0,0.0
IT,1990,4924526,1,1.0,0.0
IT,1990,4979345,1,1.0,0.0
IT,1991,5041652,1,1.0,0.0
IT,1991,5036314,1,1.0,0.0
IT,1991,5052208,1,1.0,0.0
IT,1991,5064417,1,1.0,0.0
IT,1992,5161601,1,1.0,0.0
IT,1992,5104631,1,1.0,0.0
IT,1993,5182808,1,1.0,0.0
IT,1994,5375667,1,1.0,0.0
IT,1994,5375102,1,1.0,0.0
IT,1994,5354560,1,1.0,0.0
IT,1994,5319645,1,1.0,0.0
IT,1995,5433720,1,1.0,0.0
IT,1996,5580127,1,1.0,0.0
IT,1997,5607930,1,1.0,0.0
IT,1998,5727400,1,1.0,0.0
JP,1963,3113037,1,1.0,0.0
JP,1963,3114654,1,1.0,0.0
JP,1965,3209553,1,1.0,0.0
JP,1966,3290411,1,1.0,0.0
JP,1967,3297268,1,1.0,0.0
JP,1968,3396977,1,1.0,0.0
JP,1968,3410695,1,1.0,0.0
JP,1968,3372213,1,1.0,0.0
JP,1968,3384822,1,1.0,0.0
JP,1969,3466247,1,1.0,0.0
JP,1969,3475891,1,1.0,0.0
JP,1969,3476662,1,1.0,0.0
JP,1970,3499874,1,1.0,0.0
JP,1970,3530772,1,1.0,0.0
JP,1970,3548275,1,1.0,0.0
JP,1970,3530893,1,1.0,0.0
JP,1970,3541038,1,1.0,0.0
JP,1970,3531857,1,1.0,0.0
JP,1971,3594398,1,1.0,0.0
JP,1971,3626430,1,1.0,0.0
JP,1971,3611768,1,1.0,0.0
JP,1971,3555413,1,1.0,0.0
JP,1971,3590777,1,1.0,0.0
JP,1971,3553455,1,1.0,0.0
JP,1971,3597915,1,1.0,0.0
JP,1971,3629034,1,1.0,0.0
JP,1972,3704579,1,1.0,0.0
JP,1972,3683515,1,1.0,0.0
JP,1972,3633393,1,1.0,0.0
JP,1972,3651215,1,1.0,0.0
JP,1972,3660736,1,1.0,0.0
JP,1972,3657658,1,1.0,0.0
JP,1972,3692401,1,1.0,0.0
JP,1972,3705254,1,1.0,0.0
JP,1972,3675557,1,1.0,0.0
JP,1972,3650196,1,1.0,0.0
JP,1972,3640417,1,1.0,0.0
JP,1972,3661658,1,1.0,0.0
JP,1972,3668492,1,1.0,0.0
JP,1972,3668917,1,1.0,0.0
JP,1972,3696340,1,1.0,0.0
JP,1972,3633301,1,1.0,0.0
JP,1973,3745154,1,1.0,0.0
JP,1973,3725192,1,1.0,0.0
JP,1973,3771853,1,1.0,0.0
JP,1973,3736192,1,1.0,0.0
JP,1973,3719771,1,1.0,0.0
JP,1973,3779642,1,1.0,0.0
JP,1973,3764499,1,1.0,0.0
JP,1973,3781862,1,1.0,0.0
JP,1973,3770955,1,1.0,0.0
JP,1973,3743784,1,1.0,0.0
JP,1973,3730668,1,1.0,0.0
JP,1973,3749769,1,1.0,0.0
JP,1973,3728027,1,1.0,0.0
JP,1973,3762404,1,1.0,0.0
JP,1973,3716996,1,1.0,0.0
JP,1973,3735068,1,1.0,0.0
JP,1974,3795099,1,1.0,0.0
JP,1974,3845394,1,1.0,0.0
JP,1974,3800194,1,1.0,0.0
JP,1974,3834953,1,1.0,0.0
JP,1974,3857684,1,1.0,0.0
JP,1974,3830600,1,1.0,0.0
JP,1974,3849979,1,1.0,0.0
JP,1974,3836692,1,1.0,0.0
JP,1974,3802948,1,1.0,0.0
JP,1974,3841142,1,1.0,0.0
JP,1974,3837416,1,1.0,0.0
JP,1974,3843301,1,1.0,0.0
JP,1974,3846707,1,1.0,0.0
JP,1974,3826943,1,1.0,0.0
JP,1975,3911418,3,1.1333333333333333,1.8666666666666667
JP,1976,3983180,1,1.0,0.0
JP,1976,3997627,1,1.0,0.0
JP,1976,3993476,1,1.0,0.0
JP,1976,3989396,1,1.0,0.0
JP,1976,3966625,1,1.0,0.0
JP,1976,3953211,1,1.0,0.0
JP,1976,3974045,1,1.0,0.0
JP,1976,3993847,1,1.0,0.0
JP,1976,4000326,1,1.0,0.0
JP,1976,3983465,1,1.0,0.0
JP,1976,3950451,1,1.0,0.0
JP,1976,3970996,1,1.0,0.0
JP,1976,3962141,1,1.0,0.0
JP,1976,3941875,1,1.0,0.0
JP,1976,3976023,1,1.0,0.0
JP,1976,3947524,1,1.0,0.0
JP,1976,3958066,1,1.0,0.0
JP,1976,3947858,1,1.0,0.0
JP,1976,3942862,1,1.0,0.0
JP,1976,3936857,1,1.0,0.0
JP,1976,3998606,1,1.0,0.0
JP,1976,3954921,1,1.0,0.0
JP,1976,3955185,1,1.0,0.0
JP,1976,3947753,1,1.0,0.0
JP,1976,3954732,1,1.0,0.0
JP,1976,3969310,1,1.0,0.0
JP,1976,3989021,1,1.0,0.0
JP,1976,3961959,1,1.0,0.0
JP,1976,3958721,1,1.0,0.0
JP,1977,4012762,1,1.0,0.0
JP,1977,4040833,1,1.0,0.0
JP,1977,4006766,1,1.0,0.0
JP,1977,4005769,1,1.0,0.0
JP,1977,4053018,1,1.0,0.0
JP,1977,4058521,1,1.0,0.0
JP,1977,4039366,1,1.0,0.0
JP,1977,4059344,1,1.0,0.0
JP,1977,4028510,1,1.0,0.0
JP,1977,4024942,1,1.0,0.0
JP,1978,4117741,1,1.0,0.0
JP,1978,4068936,1,1.0,0.0
JP,1978,4095982,1,1.0,0.0
JP,1978,4091158,1,1.0,0.0
JP,1978,4108093,1,1.0,0.0
JP,1978,4089599,1,1.0,0.0
JP,1978,4116179,1,1.0,0.0
JP,1978,4069129,1,1.0,0.0
JP,1978,4086752,1,1.0,0.0
JP,1978,4112894,1,1.0,0.0
JP,1978,4121554,1,1.0,0.0
JP,1978,4095888,1,1.0,0.0
JP,1978,4124999,1,1.0,0.0
JP,1978,4088803,1,1.0,0.0
JP,1978,4076220,1,1.0,0.0
JP,1978,4095486,1,1.0,0.0
JP,1978,4092452,1,1.0,0.0
JP,1978,4126492,1,1.0,0.0
JP,1978,4083804,1,1.0,0.0
JP,1978,4121118,1,1.0,0.0
JP,1978,4069426,1,1.0,0.0
JP,1978,4080564,1,1.0,0.0
JP,1978,4066947,1,1.0,0.0
JP,1978,4098888,1,1.0,0.0
JP,1978,4122914,1,1.0,0.0
JP,1978,4105435,1,1.0,0.0
JP,1979,4132337,1,1.0,0.0
JP,1979,4163260,1,1.0,0.0
JP,1979,4146099,1,1.0,0.0
JP,1979,4139979,1,1.0,0.0
JP,1979,4154914,1,1.0,0.0
JP,1979,4169911,1,1.0,0.0
JP,1979,4149893,1,1.0,0.0
JP,1979,4164791,1,1.0,0.0
JP,1979,4162048,1,1.0,0.0
JP,1979,4139971,1,1.0,0.0
JP,1979,4174689,1,1.0,0.0
JP,1979,4179242,1,1.0,0.0
JP,1979,4148017,1,1.0,0.0
JP,1979,4157391,1,1.0,0.0
JP,1979,4137161,1,1.0,0.0
JP,1979,4157348,1,1.0,0.0
JP,1979,4160897,1,1.0,0.0
JP,1979,4150421,1,1.0,0.0
JP,1979,4173093,1,1.0,0.0
JP,1979,4145965,1,1.0,0.0
JP,1979,4162270,1,1.0,0.0
JP,1979,4146719,1,1.0,0.0
JP,1979,4150392,1,1.0,0.0
JP,1979,4161562,1,1.0,0.0
JP,1980,4223276,1,1.0,0.0
JP,1980,4188095,1,1.0,0.0
JP,1980,4227379,1,1.0,0.0
JP,1980,4189653,1,1.0,0.0
JP,1980,4240194,1,1.0,0.0
JP,1980,4217407,1,1.0,0.0
JP,1980,4199995,1,1.0,0.0
JP,1980,4188681,1,1.0,0.0
JP,1980,4190246,1,1.0,0.0
JP,1980,4217953,1,1.0,0.0
JP,1980,4192452,1,1.0,0.0
JP,1980,4207452,1,1.0,0.0
JP,1980,4200726,1,1.0,0.0
JP,1980,4228430,1,1.0,0.0
JP,1980,4203596,1,1.0,0.0
JP,1980,4224376,1,1.0,0.0
JP,1980,4189232,1,1.0,0.0
JP,1980,4196703,1,1.0,0.0
JP,1980,4223657,1,1.0,0.0
JP,1980,4205199,1,1.0,0.0
JP,1980,4193849,1,1.0,0.0
JP,1980,4232086,1,1.0,0.0
JP,1980,4203835,1,1.0,0.0
JP,1980,4196178,1,1.0,0.0
JP,1981,4303756,1,1.0,0.0
JP,1981,4247196,1,1.0,0.0
JP,1981,4257054,1,1.0,0.0
JP,1981,4307518,1,1.0,0.0
JP,1981,4250915,1,1.0,0.0
JP,1981,4283841,1,1.0,0.0
JP,1981,4276161,1,1.0,0.0
JP,1981,4262013,1,1.0,0.0
JP,1981,4252879,1,1.0,0.0
JP,1981,4287200,1,1.0,0.0
JP,1981,4276473,1,1.0,0.0
JP,1981,4307557,1,1.0,0.0
JP,1981,4299230,1,1.0,0.0
JP,1981,4292299,1,1.0,0.0
JP,1981,4295823,1,1.0,0.0
JP,1981,4287503,1,1.0,0.0
JP,1981,4271967,1,1.0,0.0
JP,1981,4304946,1,1.0,0.0
JP,1981,4307757,1,1.0,0.0
JP,1981,4253723,1,1.0,0.0
JP,1981,4268895,1,1.0,0.0
JP,1981,4275648,1,1.0,0.0
JP,1981,4284762,1,1.0,0.0
JP,1981,4275379,1,1.0,0.0
JP,1981,4280136,1,1.0,0.0
JP,1981,4252053,1,1.0,0.0
JP,1982,4320493,1,1.0,0.0
JP,1982,4343657,1,1.0,0.0
JP,1982,4363559,1,1.0,0.0
JP,1982,4345561,1,1.0,0.0
JP,1982,4359192,1,1.0,0.0
JP,1982,4319969,1,1.0,0.0
JP,1982,4353097,1,1.0,0.0
JP,1982,4366438,1,1.0,0.0
JP,1982,4320713,1,1.0,0.0
JP,1982,4354334,1,1.0,0.0
JP,1982,4365713,1,1.0,0.0
JP,1982,4332690,1,1.0,0.0
JP,1982,4323822,1,1.0,0.0
JP,1982,4339340,1,1.0,0.0
JP,1982,4346403,1,1.0,0.0
JP,1982,4339563,1,1.0,0.0
JP,1982,4356807,1,1.0,0.0
JP,1982,4322642,1,1.0,0.0
